"REF_DATE","GEO","DGUID","Wages","Type of work","National Occupational Classification (NOC)","Sex","Age group","UOM","UOM_ID","SCALAR_FACTOR","SCALAR_ID","VECTOR","COORDINATE","VALUE","STATUS","SYMBOL","TERMINATED","DECIMALS"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Therapy and assessment professionals [312]","Females","25 to 54 years","Current dollars","75","units","0","v1481406471","1.2.2.23.3.3","40.20","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Therapy and assessment professionals [312]","Females","25 to 54 years","Current dollars","75","units","0","v1481406471","1.2.2.23.3.3","38.56","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Therapy and assessment professionals [312]","Females","25 to 54 years","Current dollars","75","units","0","v1481406471","1.2.2.23.3.3","40.91","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Therapy and assessment professionals [312]","Females","25 to 54 years","Current dollars","75","units","0","v1481406471","1.2.2.23.3.3","43.48","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Nursing and allied health professionals [313]","Females","25 to 54 years","Current dollars","75","units","0","v1481406483","1.2.2.24.3.3","37.89","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Nursing and allied health professionals [313]","Females","25 to 54 years","Current dollars","75","units","0","v1481406483","1.2.2.24.3.3","38.67","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Nursing and allied health professionals [313]","Females","25 to 54 years","Current dollars","75","units","0","v1481406483","1.2.2.24.3.3","39.71","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Nursing and allied health professionals [313]","Females","25 to 54 years","Current dollars","75","units","0","v1481406483","1.2.2.24.3.3","40.04","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Nursing and allied health professionals [313]","Females","25 to 54 years","Current dollars","75","units","0","v1481406483","1.2.2.24.3.3","41.79","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Nursing and allied health professionals [313]","Females","25 to 54 years","Current dollars","75","units","0","v1481406483","1.2.2.24.3.3","42.49","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations in health [32]","Females","25 to 54 years","Current dollars","75","units","0","v1481406495","1.2.2.25.3.3","28.74","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations in health [32]","Females","25 to 54 years","Current dollars","75","units","0","v1481406495","1.2.2.25.3.3","28.92","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations in health [32]","Females","25 to 54 years","Current dollars","75","units","0","v1481406495","1.2.2.25.3.3","30.63","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations in health [32]","Females","25 to 54 years","Current dollars","75","units","0","v1481406495","1.2.2.25.3.3","31.05","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations in health [32]","Females","25 to 54 years","Current dollars","75","units","0","v1481406495","1.2.2.25.3.3","32.31","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations in health [32]","Females","25 to 54 years","Current dollars","75","units","0","v1481406495","1.2.2.25.3.3","33.38","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Assisting occupations in support of health services [33]","Females","25 to 54 years","Current dollars","75","units","0","v1481406507","1.2.2.26.3.3","21.41","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Assisting occupations in support of health services [33]","Females","25 to 54 years","Current dollars","75","units","0","v1481406507","1.2.2.26.3.3","21.83","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Assisting occupations in support of health services [33]","Females","25 to 54 years","Current dollars","75","units","0","v1481406507","1.2.2.26.3.3","22.33","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Assisting occupations in support of health services [33]","Females","25 to 54 years","Current dollars","75","units","0","v1481406507","1.2.2.26.3.3","22.97","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Assisting occupations in support of health services [33]","Females","25 to 54 years","Current dollars","75","units","0","v1481406507","1.2.2.26.3.3","24.13","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Assisting occupations in support of health services [33]","Females","25 to 54 years","Current dollars","75","units","0","v1481406507","1.2.2.26.3.3","24.61","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in education, law and social, community and government services, except management [41-45]","Females","25 to 54 years","Current dollars","75","units","0","v1481406519","1.2.2.27.3.3","32.73","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in education, law and social, community and government services, except management [41-45]","Females","25 to 54 years","Current dollars","75","units","0","v1481406519","1.2.2.27.3.3","33.09","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in education, law and social, community and government services, except management [41-45]","Females","25 to 54 years","Current dollars","75","units","0","v1481406519","1.2.2.27.3.3","34.69","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in education, law and social, community and government services, except management [41-45]","Females","25 to 54 years","Current dollars","75","units","0","v1481406519","1.2.2.27.3.3","35.39","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in education, law and social, community and government services, except management [41-45]","Females","25 to 54 years","Current dollars","75","units","0","v1481406519","1.2.2.27.3.3","36.11","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in education, law and social, community and government services, except management [41-45]","Females","25 to 54 years","Current dollars","75","units","0","v1481406519","1.2.2.27.3.3","37.45","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in law, education, social, community and government services [41]","Females","25 to 54 years","Current dollars","75","units","0","v1481406531","1.2.2.28.3.3","38.02","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in law, education, social, community and government services [41]","Females","25 to 54 years","Current dollars","75","units","0","v1481406531","1.2.2.28.3.3","38.58","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in law, education, social, community and government services [41]","Females","25 to 54 years","Current dollars","75","units","0","v1481406531","1.2.2.28.3.3","39.50","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in law, education, social, community and government services [41]","Females","25 to 54 years","Current dollars","75","units","0","v1481406531","1.2.2.28.3.3","40.34","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in law, education, social, community and government services [41]","Females","25 to 54 years","Current dollars","75","units","0","v1481406531","1.2.2.28.3.3","41.05","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in law, education, social, community and government services [41]","Females","25 to 54 years","Current dollars","75","units","0","v1481406531","1.2.2.28.3.3","42.69","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in law [411]","Females","25 to 54 years","Current dollars","75","units","0","v1481406543","1.2.2.29.3.3","52.98","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in law [411]","Females","25 to 54 years","Current dollars","75","units","0","v1481406543","1.2.2.29.3.3","51.35","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in law [411]","Females","25 to 54 years","Current dollars","75","units","0","v1481406543","1.2.2.29.3.3","55.45","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in law [411]","Females","25 to 54 years","Current dollars","75","units","0","v1481406543","1.2.2.29.3.3","53.91","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in law [411]","Females","25 to 54 years","Current dollars","75","units","0","v1481406543","1.2.2.29.3.3","58.03","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in law [411]","Females","25 to 54 years","Current dollars","75","units","0","v1481406543","1.2.2.29.3.3","61.56","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in education services [412]","Females","25 to 54 years","Current dollars","75","units","0","v1481406555","1.2.2.30.3.3","37.63","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in education services [412]","Females","25 to 54 years","Current dollars","75","units","0","v1481406555","1.2.2.30.3.3","39.04","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in education services [412]","Females","25 to 54 years","Current dollars","75","units","0","v1481406555","1.2.2.30.3.3","39.75","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in education services [412]","Females","25 to 54 years","Current dollars","75","units","0","v1481406555","1.2.2.30.3.3","40.37","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in education services [412]","Females","25 to 54 years","Current dollars","75","units","0","v1481406555","1.2.2.30.3.3","40.98","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in education services [412]","Females","25 to 54 years","Current dollars","75","units","0","v1481406555","1.2.2.30.3.3","42.49","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in social and community services [413]","Females","25 to 54 years","Current dollars","75","units","0","v1481406567","1.2.2.31.3.3","33.35","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in social and community services [413]","Females","25 to 54 years","Current dollars","75","units","0","v1481406567","1.2.2.31.3.3","33.85","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in social and community services [413]","Females","25 to 54 years","Current dollars","75","units","0","v1481406567","1.2.2.31.3.3","33.70","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in social and community services [413]","Females","25 to 54 years","Current dollars","75","units","0","v1481406567","1.2.2.31.3.3","35.36","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in social and community services [413]","Females","25 to 54 years","Current dollars","75","units","0","v1481406567","1.2.2.31.3.3","36.50","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in social and community services [413]","Females","25 to 54 years","Current dollars","75","units","0","v1481406567","1.2.2.31.3.3","37.40","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in government services [414]","Females","25 to 54 years","Current dollars","75","units","0","v1481406579","1.2.2.32.3.3","39.51","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in government services [414]","Females","25 to 54 years","Current dollars","75","units","0","v1481406579","1.2.2.32.3.3","37.11","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in government services [414]","Females","25 to 54 years","Current dollars","75","units","0","v1481406579","1.2.2.32.3.3","38.96","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in government services [414]","Females","25 to 54 years","Current dollars","75","units","0","v1481406579","1.2.2.32.3.3","39.68","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in government services [414]","Females","25 to 54 years","Current dollars","75","units","0","v1481406579","1.2.2.32.3.3","40.27","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in government services [414]","Females","25 to 54 years","Current dollars","75","units","0","v1481406579","1.2.2.32.3.3","42.09","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Front-line public protection services and paraprofessional occupations in legal, social, community, education services [42]","Females","25 to 54 years","Current dollars","75","units","0","v1481406591","1.2.2.33.3.3","24.15","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Front-line public protection services and paraprofessional occupations in legal, social, community, education services [42]","Females","25 to 54 years","Current dollars","75","units","0","v1481406591","1.2.2.33.3.3","24.61","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Front-line public protection services and paraprofessional occupations in legal, social, community, education services [42]","Females","25 to 54 years","Current dollars","75","units","0","v1481406591","1.2.2.33.3.3","26.42","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Front-line public protection services and paraprofessional occupations in legal, social, community, education services [42]","Females","25 to 54 years","Current dollars","75","units","0","v1481406591","1.2.2.33.3.3","26.46","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Front-line public protection services and paraprofessional occupations in legal, social, community, education services [42]","Females","25 to 54 years","Current dollars","75","units","0","v1481406591","1.2.2.33.3.3","27.09","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Front-line public protection services and paraprofessional occupations in legal, social, community, education services [42]","Females","25 to 54 years","Current dollars","75","units","0","v1481406591","1.2.2.33.3.3","27.94","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in front-line public protection services [421]","Females","25 to 54 years","Current dollars","75","units","0","v1481406603","1.2.2.34.3.3","42.90","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in front-line public protection services [421]","Females","25 to 54 years","Current dollars","75","units","0","v1481406603","1.2.2.34.3.3","42.83","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in front-line public protection services [421]","Females","25 to 54 years","Current dollars","75","units","0","v1481406603","1.2.2.34.3.3","45.40","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in front-line public protection services [421]","Females","25 to 54 years","Current dollars","75","units","0","v1481406603","1.2.2.34.3.3","45.06","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in front-line public protection services [421]","Females","25 to 54 years","Current dollars","75","units","0","v1481406603","1.2.2.34.3.3","46.48","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in front-line public protection services [421]","Females","25 to 54 years","Current dollars","75","units","0","v1481406603","1.2.2.34.3.3","47.00","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Paraprofessional occupations in legal, social, community and education services [422]","Females","25 to 54 years","Current dollars","75","units","0","v1481406615","1.2.2.35.3.3","22.70","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Paraprofessional occupations in legal, social, community and education services [422]","Females","25 to 54 years","Current dollars","75","units","0","v1481406615","1.2.2.35.3.3","23.19","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Paraprofessional occupations in legal, social, community and education services [422]","Females","25 to 54 years","Current dollars","75","units","0","v1481406615","1.2.2.35.3.3","24.44","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Paraprofessional occupations in legal, social, community and education services [422]","Females","25 to 54 years","Current dollars","75","units","0","v1481406615","1.2.2.35.3.3","24.72","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Paraprofessional occupations in legal, social, community and education services [422]","Females","25 to 54 years","Current dollars","75","units","0","v1481406615","1.2.2.35.3.3","25.44","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Paraprofessional occupations in legal, social, community and education services [422]","Females","25 to 54 years","Current dollars","75","units","0","v1481406615","1.2.2.35.3.3","26.43","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Assisting occupations in education and in legal and public protection [43]","Females","25 to 54 years","Current dollars","75","units","0","v1481406627","1.2.2.36.3.3","26.26","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Assisting occupations in education and in legal and public protection [43]","Females","25 to 54 years","Current dollars","75","units","0","v1481406627","1.2.2.36.3.3","26.78","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Assisting occupations in education and in legal and public protection [43]","Females","25 to 54 years","Current dollars","75","units","0","v1481406627","1.2.2.36.3.3","26.35","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Assisting occupations in education and in legal and public protection [43]","Females","25 to 54 years","Current dollars","75","units","0","v1481406627","1.2.2.36.3.3","26.92","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Assisting occupations in education and in legal and public protection [43]","Females","25 to 54 years","Current dollars","75","units","0","v1481406627","1.2.2.36.3.3","28.29","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Assisting occupations in education and in legal and public protection [43]","Females","25 to 54 years","Current dollars","75","units","0","v1481406627","1.2.2.36.3.3","28.44","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Care providers and public protection support occupations and student monitors, crossing guards and related occupations [44-45]","Females","25 to 54 years","Current dollars","75","units","0","v1481406639","1.2.2.37.3.3","17.18","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Care providers and public protection support occupations and student monitors, crossing guards and related occupations [44-45]","Females","25 to 54 years","Current dollars","75","units","0","v1481406639","1.2.2.37.3.3","17.19","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Care providers and public protection support occupations and student monitors, crossing guards and related occupations [44-45]","Females","25 to 54 years","Current dollars","75","units","0","v1481406639","1.2.2.37.3.3","18.56","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Care providers and public protection support occupations and student monitors, crossing guards and related occupations [44-45]","Females","25 to 54 years","Current dollars","75","units","0","v1481406639","1.2.2.37.3.3","20.04","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Care providers and public protection support occupations and student monitors, crossing guards and related occupations [44-45]","Females","25 to 54 years","Current dollars","75","units","0","v1481406639","1.2.2.37.3.3","20.48","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Care providers and public protection support occupations and student monitors, crossing guards and related occupations [44-45]","Females","25 to 54 years","Current dollars","75","units","0","v1481406639","1.2.2.37.3.3","21.11","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in art, culture, recreation and sport, except management [51-55]","Females","25 to 54 years","Current dollars","75","units","0","v1481406651","1.2.2.38.3.3","27.70","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in art, culture, recreation and sport, except management [51-55]","Females","25 to 54 years","Current dollars","75","units","0","v1481406651","1.2.2.38.3.3","28.45","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in art, culture, recreation and sport, except management [51-55]","Females","25 to 54 years","Current dollars","75","units","0","v1481406651","1.2.2.38.3.3","30.73","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in art, culture, recreation and sport, except management [51-55]","Females","25 to 54 years","Current dollars","75","units","0","v1481406651","1.2.2.38.3.3","31.36","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in art, culture, recreation and sport, except management [51-55]","Females","25 to 54 years","Current dollars","75","units","0","v1481406651","1.2.2.38.3.3","32.48","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in art, culture, recreation and sport, except management [51-55]","Females","25 to 54 years","Current dollars","75","units","0","v1481406651","1.2.2.38.3.3","34.04","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1481406663","1.2.2.39.3.3","31.40","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1481406663","1.2.2.39.3.3","30.44","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1481406663","1.2.2.39.3.3","33.87","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1481406663","1.2.2.39.3.3","34.65","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1481406663","1.2.2.39.3.3","35.86","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Professional occupations in art and culture [51]","Females","25 to 54 years","Current dollars","75","units","0","v1481406663","1.2.2.39.3.3","38.85","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations in art, culture and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1481406675","1.2.2.40.3.3","27.09","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations in art, culture and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1481406675","1.2.2.40.3.3","29.73","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations in art, culture and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1481406675","1.2.2.40.3.3","30.64","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations in art, culture and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1481406675","1.2.2.40.3.3","30.62","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations in art, culture and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1481406675","1.2.2.40.3.3","32.18","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Technical occupations in art, culture and sport [52]","Females","25 to 54 years","Current dollars","75","units","0","v1481406675","1.2.2.40.3.3","33.03","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in art, culture and sport [53]","Females","25 to 54 years","Current dollars","75","units","0","v1481406687","1.2.2.41.3.3","23.68","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in art, culture and sport [53]","Females","25 to 54 years","Current dollars","75","units","0","v1481406687","1.2.2.41.3.3","23.60","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in art, culture and sport [53]","Females","25 to 54 years","Current dollars","75","units","0","v1481406687","1.2.2.41.3.3","25.58","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in art, culture and sport [53]","Females","25 to 54 years","Current dollars","75","units","0","v1481406687","1.2.2.41.3.3","27.40","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in art, culture and sport [53]","Females","25 to 54 years","Current dollars","75","units","0","v1481406687","1.2.2.41.3.3","27.69","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in art, culture and sport [53]","Females","25 to 54 years","Current dollars","75","units","0","v1481406687","1.2.2.41.3.3","31.12","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Support occupations in art, culture and sport [54-55]","Females","25 to 54 years","Current dollars","75","units","0","v1481406699","1.2.2.42.3.3","19.97","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Support occupations in art, culture and sport [54-55]","Females","25 to 54 years","Current dollars","75","units","0","v1481406699","1.2.2.42.3.3","25.32","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Support occupations in art, culture and sport [54-55]","Females","25 to 54 years","Current dollars","75","units","0","v1481406699","1.2.2.42.3.3","22.46","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Support occupations in art, culture and sport [54-55]","Females","25 to 54 years","Current dollars","75","units","0","v1481406699","1.2.2.42.3.3","24.61","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Support occupations in art, culture and sport [54-55]","Females","25 to 54 years","Current dollars","75","units","0","v1481406699","1.2.2.42.3.3","24.62","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Support occupations in art, culture and sport [54-55]","Females","25 to 54 years","Current dollars","75","units","0","v1481406699","1.2.2.42.3.3","25.04","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Sales and service occupations, except management [62-65]","Females","25 to 54 years","Current dollars","75","units","0","v1481406711","1.2.2.43.3.3","19.85","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Sales and service occupations, except management [62-65]","Females","25 to 54 years","Current dollars","75","units","0","v1481406711","1.2.2.43.3.3","20.76","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Sales and service occupations, except management [62-65]","Females","25 to 54 years","Current dollars","75","units","0","v1481406711","1.2.2.43.3.3","21.68","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Sales and service occupations, except management [62-65]","Females","25 to 54 years","Current dollars","75","units","0","v1481406711","1.2.2.43.3.3","22.57","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Sales and service occupations, except management [62-65]","Females","25 to 54 years","Current dollars","75","units","0","v1481406711","1.2.2.43.3.3","22.98","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Sales and service occupations, except management [62-65]","Females","25 to 54 years","Current dollars","75","units","0","v1481406711","1.2.2.43.3.3","24.01","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Retail sales and service supervisors and specialized occupations in sales and services [62]","Females","25 to 54 years","Current dollars","75","units","0","v1481406723","1.2.2.44.3.3","22.91","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Retail sales and service supervisors and specialized occupations in sales and services [62]","Females","25 to 54 years","Current dollars","75","units","0","v1481406723","1.2.2.44.3.3","23.54","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Retail sales and service supervisors and specialized occupations in sales and services [62]","Females","25 to 54 years","Current dollars","75","units","0","v1481406723","1.2.2.44.3.3","24.20","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Retail sales and service supervisors and specialized occupations in sales and services [62]","Females","25 to 54 years","Current dollars","75","units","0","v1481406723","1.2.2.44.3.3","25.39","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Retail sales and service supervisors and specialized occupations in sales and services [62]","Females","25 to 54 years","Current dollars","75","units","0","v1481406723","1.2.2.44.3.3","25.27","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Retail sales and service supervisors and specialized occupations in sales and services [62]","Females","25 to 54 years","Current dollars","75","units","0","v1481406723","1.2.2.44.3.3","27.32","","","","2"
"2018","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in sales and services [63]","Females","25 to 54 years","Current dollars","75","units","0","v1481406735","1.2.2.45.3.3","20.41","","","","2"
"2019","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in sales and services [63]","Females","25 to 54 years","Current dollars","75","units","0","v1481406735","1.2.2.45.3.3","21.88","","","","2"
"2020","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in sales and services [63]","Females","25 to 54 years","Current dollars","75","units","0","v1481406735","1.2.2.45.3.3","24.30","","","","2"
"2021","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in sales and services [63]","Females","25 to 54 years","Current dollars","75","units","0","v1481406735","1.2.2.45.3.3","25.32","","","","2"
"2022","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in sales and services [63]","Females","25 to 54 years","Current dollars","75","units","0","v1481406735","1.2.2.45.3.3","24.94","","","","2"
"2023","Canada","2016A000011124","Average hourly wage rate","Full-time employees","Occupations in sales and services [63]","Females","25 to 54 years","Current dollars","75","units","0","v1481406735","1.2.2.45.3.3","25.55","","","","2"
